Balance,Bonus_miles,Flight_miles_12months,Flight_trans_12_months,Days_since_enroll
19132,9124,0,0,3915
196967,38490,9550,20,4008
13040,500,0,0,3972
184301,6454,3954,12,4010
36294,0,0,0,3956
89840,7048,0,0,3819
6914,1500,0,0,3915
28493,21845,300,1,3932
111793,500,0,0,4057
18700,870,0,0,3995
53957,7000,500,1,4133
135770,4700,200,3,4215
189784,35464,2197,4,4190
60076,45582,0,0,3935
3522,3522,0,0,3916
36736,0,0,0,4134
100634,69669,1540,12,4193
88918,5537,0,0,4180
245045,25039,500,1,4173
37948,19213,0,0,3914
81552,7703,0,0,3855
118067,8715,0,0,3718
268314,29968,500,1,3869
135488,57787,0,0,4117
68243,10012,903,3,3888
56693,20454,0,0,3893
194875,7550,1050,3,3831
206155,28447,0,0,3848
35425,4125,0,0,3834
161579,7688,5688,20,3811
11314,741,0,0,3845
119531,60503,250,1,4002
48433,4300,800,3,3673
10872,4500,0,0,3882
109268,7401,750,1,4034
105160,20458,0,0,3732
90919,44430,0,0,3739
50230,4149,800,4,3727
74538,18835,0,0,2726
4606,4320,0,0,3501
61617,23495,0,0,3972
15275,75,0,0,2761
112891,500,500,1,3909
41176,7624,2624,4,3729
81251,19500,0,0,3958
18142,220,0,0,3638
16200,40455,0,0,3840
8913,2050,50,1,3630
14372,9042,0,0,3557
77965,41126,2683,7,3120
12271,7684,1000,2,4219
49874,39976,0,0,4293
35445,3379,0,0,4198
91755,5026,751,3,2676
33753,14961,500,1,3335
53750,23135,0,0,3736
110132,19000,0,0,3271
12221,511,0,0,3692
65519,0,0,0,4150
47291,1350,350,3,2336
124564,11026,0,0,3840
24111,9374,0,0,3802
35801,3337,0,0,3743
150972,2700,700,2,3645
292023,14125,3250,7,3683
47090,0,0,0,3726
1300,454,0,0,3691
109103,19600,7600,24,3739
101057,13650,2150,9,3600
20900,1000,0,0,3685
46607,0,0,0,3727
33017,1069,250,1,3814
30729,16456,0,0,3795
35546,3376,0,0,3739
7845,265,0,0,3508
25788,4650,4650,13,3687
13543,1443,423,2,3811
16618,897,0,0,3620
11548,1634,0,0,3837
22181,6245,0,0,3656
222312,29039,0,0,3721
25080,2060,0,0,3795
17964,5030,0,0,3783
155385,15267,0,0,3624
3977,0,0,0,3593
14620,0,0,0,2833
46882,0,0,0,3701
3350,65,0,0,3540
3049,0,0,0,3613
32377,250,250,2,3515
9396,860,350,2,3588
102669,6760,306,2,3265
26745,17547,0,0,3664
120576,36635,0,0,3823
7658,300,0,0,3231
11136,100,0,0,3571
168778,57060,500,1,3326
124979,14267,0,0,3720
35659,1102,0,0,3533
55996,12165,0,0,3582
65904,47224,5350,18,3655
125679,68151,650,1,3683
235312,56685,0,0,3476
64414,1952,0,0,2395
34204,16862,1700,5,3596
22384,0,0,0,3676
13381,1150,150,1,3312
10959,500,0,0,3469
28607,5943,0,0,2895
30686,6161,0,0,3596
8260,700,0,0,3673
61584,27937,0,0,3783
141594,30565,0,0,3776
114549,5000,1000,2,3760
64153,23563,0,0,3575
10000,790,0,0,3564
21839,853,119,1,3638
182704,5850,3100,10,3820
92551,13755,500,1,3895
49353,34656,0,0,3540
21843,1411,0,0,3177
34072,500,0,0,3879
72962,28055,0,0,3869
99502,19678,600,2,4182
13250,17778,0,0,3861
98232,56687,500,1,3867
98895,89709,500,1,3854
119340,400,400,5,3855
30171,15370,0,0,3853
105957,4881,0,0,3859
22548,3225,0,0,3852
89761,11965,0,0,3845
65263,22500,0,0,3844
128456,70125,0,0,3764
35203,1800,1800,16,3832
62023,750,550,1,3819
44197,2500,0,0,3831
104245,45589,0,0,3810
252520,43392,500,1,3818
85496,2799,2711,6,3820
49874,7200,1700,4,3817
109649,22136,0,0,3812
34379,13051,150,1,3805
56688,3550,1050,9,3812
48970,30872,0,0,3817
70789,76661,150,1,3810
24277,5330,0,0,3796
20308,19526,0,0,3797
111041,10252,0,0,3875
27904,6622,0,0,3793
128620,7747,0,0,3789
65340,33795,500,1,3775
27135,4908,0,0,3783
32898,1000,0,0,3777
196922,40170,0,0,3755
196175,33886,0,0,3775
11457,705,0,0,3767
175344,40152,0,0,3770
5154,54657,0,0,3769
13232,8668,0,0,3753
88232,11550,550,3,3729
75526,46421,0,0,3712
53935,0,0,0,3743
18402,0,0,0,3746
24784,100,0,0,3729
62903,16434,0,0,3732
80272,34744,550,2,3728
10458,10458,0,0,3726
188184,32170,0,0,3707
83524,43152,0,0,3694
10794,0,0,0,3712
49807,6393,0,0,3718
18266,12254,0,0,3713
87851,28969,0,0,4026
32991,1230,0,0,3693
28677,215,0,0,3699
103809,16776,0,0,3699
417,3000,0,0,3670
8859,11998,0,0,3690
26896,5364,0,0,3685
16986,0,0,0,3676
25530,25131,0,0,3677
77067,40129,0,0,3671
6350,0,0,0,3657
76118,79154,1992,2,3621
40420,8649,0,0,3651
30178,14422,0,0,3656
15088,0,0,0,3650
138020,16449,500,1,3637
27310,15537,500,1,3623
109131,17481,150,1,3622
35356,18520,300,1,3637
33466,355,0,0,3592
350608,50988,2643,5,3630
42107,3600,1000,2,3607
74796,19710,400,1,3616
26129,20265,0,0,3629
30893,0,0,0,3623
9445,1000,1000,2,3613
52965,500,0,0,3606
19516,17696,0,0,3593
106378,56007,0,0,3607
22201,51278,350,1,3602
73378,13607,0,0,3599
50193,12263,0,0,3596
165144,24156,0,0,3581
53556,0,0,0,3575
18387,40560,800,2,3588
28577,48564,0,0,3586
55417,37127,0,0,3575
142244,12325,0,0,3578
23139,8156,0,0,3578
146232,83783,375,1,3566
35323,1875,0,0,3553
108081,217006,0,0,3567
1021,100,0,0,3553
120345,38323,650,2,3544
11593,9055,0,0,3558
68180,2044,0,0,3550
26605,3704,0,0,3543
17920,3250,0,0,3546
85156,133,0,0,3550
9005,520,0,0,3531
55404,10613,500,1,3531
42584,841,0,0,3526
92843,27650,9150,26,3530
51082,40878,0,0,3524
18727,0,0,0,3524
212029,43162,0,0,3518
48806,12600,2500,8,3502
15610,0,0,0,3508
46876,9680,0,0,3498
14075,4286,0,0,3513
59895,10500,0,0,3497
25936,0,0,0,3495
134318,333,258,1,3488
32807,17259,0,0,3482
38591,11039,0,0,3488
48958,24430,0,0,3483
10710,1000,0,0,3460
60349,10350,0,0,3468
9453,2585,0,0,3463
60867,41345,0,0,3454
27590,100,0,0,3455
100069,18745,0,0,3454
27820,3005,0,0,3454
20503,520,0,0,3445
137371,4977,1977,4,3447
12950,12798,195,1,3432
25207,6883,0,0,3440
17088,0,0,0,3510
24100,26674,2300,7,3421
101632,48658,0,0,3432
233449,21274,0,0,3419
45257,3625,0,0,3417
626,626,0,0,3393
18272,2920,0,0,3405
10756,1375,0,0,3104
161281,6321,175,1,3399
75680,23159,0,0,3397
59839,26962,0,0,3404
201259,40755,0,0,3398
101772,26480,1000,2,3396
190674,104159,4754,15,3396
1452,2375,0,0,3396
30902,4175,50,1,3384
65458,28356,1100,3,3382
114067,42569,0,0,3336
93371,55338,0,0,3382
20207,3033,0,0,3370
41040,66292,200,2,3372
41062,8275,0,0,3356
208825,42007,0,0,3369
81087,18971,0,0,3362
14336,0,0,0,3349
29929,18032,150,1,3344
121390,8500,0,0,3342
23226,2236,0,0,3343
451294,45907,500,1,3347
68012,247,0,0,3342
23589,0,0,0,3336
35033,1000,0,0,2913
19860,1500,0,0,3281
49588,4960,100,1,3299
111442,30368,0,0,3392
87402,41685,0,0,3306
21875,12398,0,0,3299
71459,36608,1020,3,3312
34049,2030,0,0,3306
39759,100,100,1,3278
64138,22089,0,0,3257
83811,25936,500,1,3281
51864,6795,0,0,3279
168886,66859,200,1,3285
51730,2875,0,0,3264
118141,46521,0,0,3259
76060,33424,0,0,3263
25316,0,0,0,3258
16859,64109,4822,9,3266
42236,8639,8389,9,3259
3446,0,0,0,3245
26119,3189,0,0,3257
136732,87549,0,0,3252
14554,0,0,0,3237
165203,36666,0,0,3239
76513,45265,0,0,3235
137076,61276,1600,4,3225
11952,0,0,0,3244
44742,2500,0,0,3217
94022,2585,0,0,3222
29287,0,0,0,3216
199273,58457,0,0,3217
114868,45996,0,0,3204
37335,19507,0,0,3202
45522,10728,0,0,3197
66524,34682,0,0,3188
38411,500,500,1,3190
38137,11050,50,1,3182
22077,1385,0,0,3187
65784,10953,0,0,3169
95916,11845,0,0,3182
122164,9944,0,0,3182
307149,58008,650,2,3173
200089,75019,300,2,3166
161453,38956,0,0,3158
135568,40051,0,0,3166
98339,16336,0,0,3145
26103,13692,0,0,3151
11133,0,0,0,3147
7011,19791,0,0,3152
177232,14787,0,0,3137
29298,24656,0,0,3141
35304,30532,0,0,3131
14952,250,250,1,3099
163315,8035,0,0,3120
23649,3250,0,0,3176
4460,4741,1816,1,3113
169794,22824,767,2,3119
23781,50,50,1,3085
704113,98119,0,0,3082
34942,19016,0,0,3089
5970,1000,0,0,3091
192246,3170,500,1,3083
34103,34630,0,0,3115
142152,19464,0,0,3088
12713,0,0,0,3077
28848,0,0,0,3069
10940,0,0,0,3062
24372,255,255,1,3064
29005,90,0,0,3060
215155,57130,0,0,3069
30062,7373,4373,8,3057
13117,1972,0,0,3027
86341,20991,0,0,3053
142810,8000,0,0,3049
8399,21136,0,0,3052
120622,25675,500,1,3040
86150,7600,100,1,3011
14079,6503,0,0,2999
10036,13959,0,0,3030
80737,2845,150,1,3028
25435,7147,0,0,3027
241165,1700,200,2,3000
85826,33678,0,0,3026
654,14967,0,0,3022
11525,0,0,0,3008
40204,850,350,2,3006
22963,0,0,0,2998
47165,4545,0,0,2992
103240,44627,50,1,2993
61737,6789,0,0,2921
25766,2548,100,2,2973
147090,35511,1800,16,2927
79333,1500,1500,3,2977
4923,305,0,0,2985
56687,48989,0,0,2973
326704,37408,0,0,2962
45149,21292,0,0,2949
57477,2607,0,0,3038
48265,1000,0,0,2951
34249,4100,0,0,2951
210491,48287,0,0,2958
25671,10513,0,0,2945
191583,25675,0,0,2950
90332,12845,0,0,2927
53532,30808,0,0,2927
71507,3750,0,0,2934
35196,0,0,0,2922
30034,15816,0,0,2908
47787,47223,450,1,2921
46967,2000,0,0,2888
103615,13668,1300,11,2896
5110,0,0,0,2901
128927,61165,0,0,2882
5000,5000,0,0,2893
126701,20636,0,0,2878
34855,230,0,0,2882
34464,5312,0,0,2886
86638,45861,0,0,2867
140398,118013,1100,4,2972
65812,185,0,0,2854
34177,7072,350,1,2867
58195,24808,0,0,2838
34781,11270,0,0,2859
22457,17579,0,0,2858
19996,500,0,0,3217
26256,2000,0,0,2847
42966,7734,0,0,2840
3129,0,0,0,2840
138008,34178,200,1,2962
9611,2250,0,0,2845
40702,39897,0,0,2826
105579,16332,0,0,2830
46654,3215,0,0,2830
518960,15700,200,1,2819
39715,17388,0,0,2826
199,0,0,0,2822
6345,7719,0,0,2805
72598,6090,1100,1,2804
59805,2900,1700,5,2802
10307,0,0,0,2808
37997,11073,0,0,2805
102083,12978,150,2,2780
104632,26700,1200,7,2791
18260,500,0,0,2780
28484,350,0,0,2782
29105,5000,0,0,2774
49560,0,0,0,2770
29346,150,150,1,2773
75288,36866,0,0,2774
42366,6293,0,0,2770
151336,11400,1000,4,2742
48363,790,0,0,2766
11529,15738,0,0,2768
61956,17500,0,0,2755
15378,25236,736,3,2741
85346,2835,0,0,2748
215946,2125,0,0,2740
66539,27894,0,0,2741
97131,33324,1500,3,2727
14513,0,0,0,2731
211773,23256,0,0,2675
45742,7625,250,1,2712
39862,14152,350,2,2727
75132,53001,400,3,2720
91296,19057,0,0,2712
117290,1754,0,0,2717
75556,2790,0,0,2712
5103,5103,0,0,2697
10747,990,500,1,2697
31789,10220,0,0,2699
59515,3170,0,0,2705
86913,23705,0,0,2691
49129,16921,500,1,2692
135408,62224,607,1,2697
41152,3250,0,0,2669
145750,10986,0,0,2531
7041,1747,0,0,2718
273442,54625,2850,7,2676
44514,3577,0,0,2657
96490,2000,0,0,2665
45050,4875,500,1,2669
91048,51580,100,1,2669
20352,1900,500,1,2658
34294,17683,0,0,2661
59696,63827,500,1,2654
106155,0,0,0,2657
29244,6252,0,0,2650
27592,335,0,0,2633
16128,475,0,0,2643
51353,8114,2004,10,2637
235422,30208,0,0,2629
7456,0,0,0,2635
33604,13619,0,0,2633
24803,0,0,0,2623
58411,2500,0,0,2619
3273,500,0,0,2749
28480,2644,0,0,2628
46706,3344,0,0,2609
102230,3406,500,1,2620
12096,50,50,1,2607
118487,3388,0,0,2592
20518,5580,0,0,2600
6280,1220,200,2,2578
11700,0,0,0,2585
391,9000,0,0,2581
78305,130,0,0,2580
145214,3500,500,1,2560
137760,64949,0,0,2580
88563,42410,0,0,2567
25748,0,0,0,2566
27102,27102,0,0,2563
25824,17760,750,2,2559
23054,400,300,2,2553
29150,13952,0,0,2544
37529,25706,0,0,2558
7515,13681,0,0,2552
194576,41315,550,1,2539
24265,1854,0,0,2550
16773,140,0,0,2525
5432,1000,1000,2,2535
110480,44191,500,1,2539
86273,35304,500,1,2523
20674,16876,0,0,2528
8335,3750,0,0,2522
40893,1130,0,0,2518
644881,14350,10850,26,2511
61081,37682,2000,4,2509
27438,2528,2528,6,2490
14748,2210,0,0,2497
49514,4500,0,0,2569
7457,17131,0,0,2496
97193,13338,0,0,2502
68456,6317,0,0,2488
123842,24295,0,0,2500
61285,55027,0,0,2412
20157,1450,150,1,2455
41073,13993,0,0,2493
21784,6208,0,0,2483
12868,1875,0,0,2483
147862,44783,0,0,2426
11836,5075,350,1,2479
25681,14941,2963,16,2468
282784,19314,3100,7,2460
59704,57404,0,0,2440
75279,5375,0,0,2459
66681,4478,3504,12,2465
72085,20310,150,1,2462
2039,0,0,0,2451
2214,0,0,0,2448
16208,0,0,0,2451
25829,1375,0,0,2444
83217,3679,0,0,2447
9520,12515,0,0,2438
103215,16726,0,0,2427
62629,36986,0,0,2438
45603,5964,0,0,2432
44792,9463,0,0,2430
97535,0,0,0,2418
60085,14714,0,0,2404
76938,23503,0,0,2422
2562,9075,1050,3,2412
7685,500,0,0,2406
102942,56780,0,0,2405
7029,495,0,0,2565
2119,0,0,0,2399
207311,31000,12000,24,2395
77753,12483,0,0,2377
171637,4300,2800,7,2364
35243,10046,1500,3,2356
46186,9744,0,0,2364
54810,19665,0,0,2368
25637,445,0,0,2367
35088,320,0,0,2362
73899,2745,500,1,2362
81171,3700,100,1,2348
39418,700,200,2,2343
62124,0,0,0,2355
14134,2125,0,0,2312
405499,72318,9729,29,2329
20353,1729,0,0,2298
93154,30752,0,0,2333
9492,781,250,1,2320
18369,800,700,3,2327
32824,1660,100,1,2339
109416,73665,2200,5,2327
28312,1726,0,0,2335
78462,20291,0,0,2311
32740,10722,0,0,2315
57293,1000,0,0,2319
174743,27460,0,0,2326
59486,3517,0,0,2315
211355,11238,0,0,2294
56805,16617,0,0,2307
278258,1000,0,0,2298
18545,25053,0,0,2304
5570,9094,0,0,2287
44690,24779,1000,2,2297
127835,52700,0,0,2301
32540,44283,100,1,2297
54396,34007,0,0,2283
162840,57382,0,0,2277
109441,6500,4000,8,2237
7369,0,0,0,2277
16378,0,0,0,2272
39859,3675,0,0,2272
44214,24928,0,0,2259
73102,18156,0,0,2272
3552,10597,0,0,2264
71593,22666,0,0,2266
74072,50272,0,0,2264
42970,7889,0,0,2256
23385,18303,150,1,2248
51176,40397,0,0,2243
12426,0,0,0,2238
10062,2000,0,0,2242
34790,0,0,0,2272
95759,9198,6195,8,2231
51592,18678,0,0,2230
23294,420,0,0,2228
33398,14086,0,0,2223
229576,9030,9000,18,2217
60250,43071,0,0,2214
81871,23068,0,0,2222
259529,700,200,2,2210
430,220,0,0,2196
75949,952,0,0,2195
44206,22598,500,1,2247
125274,3150,550,2,2194
104670,3993,0,0,2202
282971,5780,300,3,2192
28731,29782,0,0,2182
16965,2475,0,0,2182
50658,1600,500,1,2174
124681,23392,2287,5,2173
74352,17868,0,0,2188
70308,41704,0,0,2186
98722,18012,50,1,2178
79020,3422,0,0,2179
28335,400,0,0,2161
22011,0,0,0,2167
49436,33836,0,0,2167
145072,15000,0,0,2152
8992,9113,0,0,2145
72497,24279,0,0,2161
187999,52429,4550,24,2184
62335,500,0,0,2147
41556,26682,0,0,2131
15436,6147,0,0,2138
109618,14159,0,0,2138
182228,41048,0,0,2139
1000,0,0,0,2126
36699,2500,0,0,2119
135828,34495,450,2,2142
39098,18992,0,0,2129
20713,13421,400,1,2104
18959,0,0,0,2115
28010,150,0,0,2115
148976,2650,650,2,2108
126680,18248,4723,31,2108
664,0,0,0,2108
18533,27904,0,0,2102
202168,12463,0,0,2098
4653,0,0,0,2094
37839,11512,0,0,2084
29196,7011,0,0,2082
38378,1600,600,3,2091
66716,22571,200,1,2082
7500,0,0,0,2084
47992,645,450,1,2073
85823,0,0,0,2074
32323,1250,0,0,2074
87633,69237,4050,9,2068
104523,4000,0,0,2073
60856,17332,0,0,2076
15526,2750,0,0,2063
83781,35151,200,1,2066
17681,500,0,0,2059
76909,18405,0,0,2066
22084,2773,0,0,2054
50783,11595,0,0,2060
43220,4985,100,1,2041
41275,0,0,0,2035
13738,6485,900,5,2042
32270,0,0,0,2040
22053,39810,0,0,2042
32708,11556,0,0,2035
7108,5598,2500,5,2026
47056,0,0,0,2031
112197,32108,0,0,2013
106757,51234,0,0,2013
105294,56281,850,5,2021
180481,18315,3100,7,2019
169139,9500,0,0,2019
92406,9402,750,2,1999
41150,0,0,0,2000
3831,2,0,0,2013
48014,0,0,0,2005
19078,200,200,1,1999
3965,8228,0,0,2003
37965,2250,0,0,1998
69884,89360,450,2,1990
24557,18957,0,0,1996
16733,1000,0,0,1983
41824,2100,0,0,1982
8188,500,500,1,1985
36146,4091,3091,9,1975
37331,0,0,0,1970
15000,15000,0,0,1976
232194,46165,0,0,1978
8557,200622,622,3,1955
1000,1000,0,0,1970
84179,22397,0,0,1976
66590,1300,0,0,1975
66445,22276,0,0,1975
174286,11850,2100,5,1950
33951,12279,0,0,1963
27204,7627,0,0,1968
16442,0,0,0,1962
39669,31989,0,0,1955
8063,18250,0,0,1950
15243,675,0,0,1944
17603,7247,0,0,1958
66466,86952,0,0,1956
52537,49146,100,2,1944
51172,500,0,0,1939
56186,27538,400,4,1926
18074,1625,0,0,1765
31759,0,0,0,1922
34007,440,0,0,1937
28338,90,0,0,1936
28693,8229,0,0,1937
15036,7917,0,0,1935
26797,0,0,0,1928
79192,14404,150,1,2080
83651,14809,1997,3,1914
19128,10595,0,0,1919
11245,0,0,0,1920
18735,4100,0,0,1913
43310,11943,0,0,1804
51142,5000,0,0,1874
127588,11297,0,0,1906
43304,3750,250,2,1887
33064,300,0,0,1895
10424,0,0,0,1894
6517,2025,0,0,1900
47160,0,0,0,1898
15584,2875,0,0,1894
164222,7300,800,3,1892
248738,500,0,0,1888
25853,23163,0,0,1886
113183,4200,600,5,1865
153664,55567,0,0,1881
21285,2375,0,0,1879
70353,2986,150,2,1879
39728,16359,0,0,1860
28294,0,0,0,1865
109505,15766,0,0,1867
78317,34282,2537,11,1859
20969,40234,150,1,1831
36398,9704,0,0,1858
166199,10550,50,1,1851
147770,64517,450,4,1831
16875,500,0,0,1838
17060,0,0,0,1836
44101,57114,0,0,1829
142729,0,0,0,1823
23578,16366,500,1,1830
19881,800,800,4,1822
62960,50255,0,0,1824
16685,400,0,0,1817
33405,1600,0,0,1808
37211,23007,0,0,1817
2900,2900,2900,29,1804
99226,5796,0,0,1811
31899,29816,500,1,1804
17769,5165,0,0,1807
50212,1507,500,1,1801
32125,1010,500,2,1795
12120,1000,0,0,1802
82352,5760,0,0,1797
6286,230,0,0,1788
17326,0,0,0,1787
32234,17001,0,0,1780
60386,24356,1565,1,1785
56174,6589,0,0,1768
81144,34664,0,0,1769
51737,3119,0,0,1774
95537,29226,150,1,1774
36311,100,100,1,1766
23518,11843,0,0,1768
34042,3463,250,1,1761
19591,4437,0,0,1772
46455,6817,0,0,1763
89413,24667,0,0,1767
169546,68315,600,2,1761
17135,60,0,0,1747
72253,29227,0,0,1752
8344,1500,500,1,1753
52718,11540,0,0,1755
23933,10144,0,0,1804
179207,7041,0,0,3169
76177,31922,0,0,3057
11472,9068,0,0,3290
131635,60315,0,0,2756
124027,8698,0,0,2952
15138,140,0,0,2993
43229,5000,0,0,2644
310226,61894,1700,9,2900
27043,0,0,0,2814
55381,0,0,0,3600
53983,24862,0,0,3512
59179,18908,0,0,3530
43510,4850,350,2,3328
32886,3606,0,0,3281
7015,1150,150,2,3398
19627,500,500,1,3340
79903,6600,3300,9,3162
28464,5167,0,0,3344
9768,7069,100,1,3242
18522,4100,600,5,3256
55086,525,400,2,3293
158986,3558,0,0,3404
18939,855,0,0,3216
242018,3050,550,2,3218
61474,47717,0,0,3354
53892,28641,0,0,3131
23315,705,50,1,3309
33918,145,0,0,3012
65926,11639,0,0,3362
67753,18303,0,0,3134
49280,22370,0,0,3312
97606,42980,0,0,3355
36861,4642,1200,3,3350
49749,13609,0,0,3265
36300,450,350,1,3329
80500,16368,0,0,3146
8210,9122,0,0,3312
40257,12885,0,0,3237
31930,1337,267,1,3330
9154,0,0,0,3260
54345,1850,0,0,3348
38835,2625,500,1,3378
4858,0,0,0,3294
56745,6000,0,0,3280
87507,17714,0,0,3274
84126,5858,4358,10,3159
27566,6362,0,0,3279
22805,26334,1800,6,3294
38508,13523,0,0,3279
8184,0,0,0,2832
12263,325,325,1,3224
89576,20333,0,0,3099
183303,11500,500,1,3281
326201,19350,0,0,3119
132894,34540,0,0,3106
12881,500,0,0,3244
114037,14000,500,1,3201
71682,11662,0,0,3173
94016,4773,0,0,3161
71263,80554,0,0,2987
16341,0,0,0,3190
60331,17878,0,0,3036
47966,51615,650,3,3145
148086,32551,0,0,2913
15279,17984,300,1,3139
0,5491,2116,5,3204
52885,1600,100,1,3020
36844,21715,0,0,3161
142527,24091,4650,24,3206
20390,2500,0,0,2528
29182,50698,0,0,2999
65207,34832,1450,4,3115
568,710,0,0,3053
30759,510,0,0,3195
276,2396,396,1,3042
22496,9712,500,1,3180
23846,9177,0,0,2678
26505,0,0,0,3102
72131,7681,0,0,2390
24406,5005,0,0,3127
63193,20372,100,1,3036
23179,0,0,0,2794
14710,3500,0,0,3149
74073,45526,200,1,2976
43348,68846,200,1,2869
97424,63796,0,0,2873
20603,115,0,0,3054
92097,20450,1850,3,2825
31520,130,0,0,2858
29350,27703,0,0,3020
20537,44791,2612,4,1569
17376,4920,0,0,2265
24563,5718,4218,5,1776
52562,23773,600,2,3021
48224,0,0,0,2888
13271,0,0,0,1435
129919,7150,650,2,3053
17893,9623,0,0,3074
52693,947,0,0,2374
50895,29618,0,0,2980
36459,7573,5473,15,2885
68532,68704,0,0,2822
34862,2725,0,0,3004
20391,90,0,0,2884
178010,5500,500,1,2777
20773,13619,0,0,2765
264735,6980,0,0,2894
45883,5647,0,0,1464
36978,100,100,1,3033
449205,4750,3250,8,3071
45005,0,0,0,2934
45533,56208,0,0,2963
26513,7670,0,0,2678
20417,5000,0,0,3013
7490,0,0,0,3042
14394,935,150,2,2754
103888,4379,4379,3,2238
61191,8502,0,0,2112
7329,10639,0,0,2993
12688,0,0,0,2993
106921,26666,0,0,2581
31668,1800,300,2,2271
34996,6313,150,1,2909
23099,300,300,3,2292
109133,21378,0,0,2989
103586,4000,3900,6,2726
45575,23223,0,0,2964
76430,13653,0,0,3018
18059,0,0,0,2019
188759,3082,0,0,2817
36953,25598,0,0,2997
27155,47252,300,1,3001
89112,28670,0,0,2680
72768,290,0,0,2762
23178,0,0,0,2351
25676,0,0,0,1597
63190,18950,250,1,3041
1666,980,0,0,2761
105544,31001,500,1,2888
206287,11294,150,1,2819
40255,2975,750,2,2880
5317,0,0,0,2992
7606,29307,0,0,2930
43255,2691,750,1,2864
22414,1094,0,0,2957
92225,48276,350,1,2972
127199,2563,0,0,2917
12176,875,0,0,2268
142929,40826,0,0,2803
28670,11727,0,0,2980
82122,700,700,3,3044
54637,21181,4673,21,2927
6181,2000,0,0,2878
25485,9655,2800,8,2798
16136,0,0,0,1177
128213,7956,500,1,2522
92492,11029,0,0,2839
85412,25102,500,1,2816
46003,1340,0,0,2698
95982,3630,0,0,2623
20529,0,0,0,2644
28254,17117,1050,6,2692
26101,3900,3900,15,2222
50939,16453,0,0,2753
35039,174,0,0,2314
175501,34318,7974,19,2691
1439,80,0,0,2684
214674,25688,2500,5,2607
38429,1004,1004,2,2521
22865,1750,0,0,2375
23033,7910,0,0,2765
103172,3125,0,0,2416
23448,36941,700,3,2675
115161,9050,3050,15,2417
58382,11327,4800,23,2480
156766,23375,0,0,2840
34137,335,0,0,2593
17219,6167,3757,6,2627
43823,500,0,0,2717
63364,15415,0,0,2560
18497,14138,0,0,2643
23173,7843,0,0,2565
51367,40004,0,0,2434
34894,13955,0,0,2447
7422,2229,0,0,2653
16090,850,850,6,2592
2784,0,0,0,2066
54177,45403,500,1,2123
29326,23061,0,0,2497
26164,0,0,0,2566
29518,2702,0,0,2532
29754,500,0,0,2655
8000,0,0,0,941
69788,1500,1500,3,2705
38042,7658,0,0,2606
23894,6000,0,0,2705
110628,63759,0,0,2654
10839,190,190,1,2341
47513,19904,0,0,2516
16321,0,0,0,2710
37550,0,0,0,2579
37936,6211,0,0,2719
38061,34227,3600,8,2649
25934,370,0,0,2565
54942,4200,4200,10,2610
139423,54152,500,3,2677
298505,130647,600,2,2483
98753,1475,0,0,2619
25157,830,0,0,2732
24134,1250,0,0,2390
6628,2125,0,0,2539
14504,0,0,0,2329
36665,3250,0,0,2951
17481,1396,0,0,586
33111,0,0,0,2461
89237,37668,0,0,2533
93028,40887,0,0,2507
89094,55865,0,0,2404
11109,53627,0,0,2623
14957,0,0,0,2634
17823,15323,0,0,1453
8485,0,0,0,2111
56756,10851,0,0,2068
99196,28334,0,0,2595
21736,6672,0,0,2544
11324,11082,0,0,2661
60109,2300,2300,6,2501
129887,26810,810,3,2566
18150,240,0,0,2538
57432,13422,5100,12,2546
32659,3614,0,0,2553
103203,3200,200,2,1556
27122,0,0,0,2630
40252,1375,0,0,2565
194816,20822,6647,12,2424
65460,0,0,0,2493
17863,0,0,0,2028
28443,53065,150,1,2462
15655,2807,957,4,2476
38307,1500,1500,3,2151
15135,13357,0,0,2579
73601,12902,2000,4,2624
31489,21950,0,0,2216
48852,1058,0,0,2278
188883,5500,0,0,2613
37212,0,0,0,2455
43285,745,0,0,2436
10758,0,0,0,1777
40926,1725,0,0,2453
10915,5455,0,0,2473
38580,4337,0,0,2168
26650,4652,4652,11,1958
25268,4566,800,3,2126
9338,200,200,1,2371
67070,34600,2100,10,2416
19382,195,0,0,2545
25205,0,0,0,2532
9634,9634,0,0,2146
18954,550,550,3,2465
41279,8682,0,0,2241
56624,12311,0,0,2491
11021,115,0,0,2449
4096,3802,0,0,2433
5199,28100,0,0,2592
41072,3751,0,0,2378
83623,2692,900,4,2395
15920,2500,0,0,2466
50674,22073,0,0,1615
55461,31658,500,2,2315
93264,3250,0,0,2369
115154,13466,500,1,2440
24920,375,0,0,2067
64924,14971,0,0,1989
25210,14500,500,1,2138
41247,0,0,0,2407
5929,168,0,0,2371
14457,1875,0,0,2409
29067,485,250,1,2147
112164,16802,0,0,2188
44764,5539,0,0,2081
38997,5158,0,0,2399
115215,5824,0,0,2096
96714,17026,0,0,2185
32988,49484,0,0,2161
11552,0,0,0,481
38739,3050,550,2,1976
142989,26210,500,1,2340
1724,27305,0,0,1784
56395,72905,1800,4,2344
11845,625,0,0,2334
46378,2358,2358,5,1766
85071,6600,0,0,2322
53543,21183,563,2,1149
33834,3920,0,0,1850
36839,4436,0,0,2275
42042,9846,0,0,1606
72027,0,0,0,2386
2692,800,50,1,2447
17818,0,0,0,1709
70927,12011,1567,8,2096
57622,1250,0,0,2337
323,0,0,0,1975
33530,0,0,0,1777
16452,9181,0,0,2108
